240, 2
134, 7
441, 4
325, 3
103, 7
479, 10
223, 6
950, 3
590, 10
271, 10
224, 6
405, 7
100, 2
814, 10
273, 8
512, 5
750, 9
330, 4
412, 4
220, 8
662, 6
744, 6
902, 2
938, 4
298, 3
104, 8
265, 5
114, 8
853, 10
347, 7
252, 7
111, 6
570, 5
860, 2
698, 4
266, 6
653, 8
143, 9
279, 3
907, 2
672, 7
629, 7
227, 4
398, 2
715, 7
210, 8
404, 10
903, 9
219, 8
455, 2
423, 7
721, 3
138, 9
486, 3
591, 10
802, 4
857, 4
553, 6
179, 3
611, 7
169, 6
543, 3
793, 4
137, 6
979, 7
785, 4
484, 6
477, 6
170, 9
928, 7
740, 5
403, 4
291, 3
423, 10
390, 3
717, 4
632, 2
842, 3
792, 7
674, 7
133, 2
190, 9
999, 7
528, 6
214, 3
314, 10
862, 8
258, 8
107, 2
805, 8
533, 10
755, 2
798, 5
192, 10
593, 7
579, 7
772, 4
746, 5
525, 8
703, 6
716, 10
839, 8
865, 5
817, 7
220, 5
106, 6
155, 3
387, 2
312, 5
664, 3
717, 3
246, 4
884, 8
895, 10
517, 9
213, 10
440, 5
327, 2
377, 9
412, 8
557, 7
591, 9
454, 8
241, 9
395, 7
997, 3
686, 4
162, 7
718, 3
632, 5
298, 2
239, 10
748, 5
939, 6
849, 6
157, 3
543, 2
570, 10
713, 8
800, 6
636, 8
260, 5
365, 10
437, 8
648, 7
418, 2
292, 3
685, 5
852, 8
165, 9
706, 3
822, 3
715, 5
501, 10
168, 3
365, 4
710, 9
801, 2
144, 10
686, 10
599, 3
995, 4
152, 3
630, 5
922, 5
175, 4
373, 6
881, 5
691, 9
542, 6
984, 4
205, 9
815, 9
980, 3
454, 6
444, 10
559, 7
173, 7
646, 9
664, 8
963, 3
805, 2
284, 10
150, 9
842, 6
877, 6
285, 4
877, 6
109, 6
331, 2
845, 7
758, 2
305, 9
374, 2
564, 7
635, 9
401, 7
745, 9
102, 6
995, 2
614, 6
449, 5
143, 3
872, 6
626, 8
281, 8
635, 4
620, 2
502, 9
495, 5
272, 4
588, 9
213, 9
648, 8
912, 6
417, 5
721, 7
975, 5
222, 3
850, 6
856, 6
945, 8
627, 2
696, 3
101, 8
883, 7
540, 5
981, 7
118, 4
527, 3
777, 5
793, 8
229, 5
175, 8
900, 6
367, 8
300, 6
173, 4
597, 6
823, 10
934, 2
461, 9
626, 10
359, 10
101, 9
213, 9
236, 5
363, 9
655, 2
576, 6
121, 3
937, 3
955, 5
817, 2
894, 2
549, 5
841, 7
698, 7
843, 6
131, 7
488, 8
317, 7
513, 2
235, 9
369, 3
636, 2
525, 9
887, 6
690, 3
550, 2
682, 8
319, 3
145, 4
240, 6
158, 9
711, 7
374, 2
833, 5
469, 9
909, 6
141, 10
843, 10
581, 7
555, 4
310, 6
196, 2
407, 2
281, 3
431, 9
374, 2
491, 7
722, 7
450, 2
290, 4
268, 6
151, 6
758, 5
224, 7
942, 3
999, 8
358, 7
457, 9
713, 7
106, 6
106, 4
476, 3
223, 3
882, 2
774, 5
465, 3
163, 6
323, 2
706, 5
301, 2
223, 7
263, 6
431, 8
178, 4
120, 2
870, 6
304, 8
830, 4
593, 2
503, 4
639, 6
869, 9
361, 8
883, 10
978, 7
454, 8
947, 2
596, 7
951, 5
144, 5
809, 7
903, 7
700, 2
415, 4
739, 10
737, 2
250, 8
971, 7
701, 5
970, 10
914, 7
983, 2
596, 3
447, 10
689, 9
459, 9
670, 6
593, 5
514, 5
457, 3
909, 8
546, 7
304, 6
648, 9
731, 7
334, 6
551, 2
842, 8
850, 5
880, 4
799, 5
179, 10
855, 6
142, 6
694, 10
803, 5
322, 2
189, 7
102, 4
418, 9
488, 8
215, 5
681, 2
234, 9
493, 7
451, 8
862, 6
726, 9
428, 4
877, 10
696, 2
633, 2
230, 4
622, 9
611, 10
566, 5
494, 9
198, 7
926, 4
714, 10
758, 3
513, 4
299, 4
419, 5
815, 9
995, 6
358, 4
244, 3
892, 2
296, 2
323, 2
997, 6
144, 5
256, 8
447, 9
791, 3
732, 9
962, 2
133, 9
723, 10
752, 5
939, 8
222, 3
119, 10
528, 9
430, 9
480, 10
721, 2
171, 10
157, 5
241, 9
937, 4
766, 5
462, 4
884, 9
405, 7
247, 10
588, 4
562, 4
375, 2
238, 5
648, 7
559, 6
948, 3
638, 6
775, 9
695, 2
658, 2
854, 9
906, 8
476, 4
943, 3
496, 5
826, 6
916, 10
545, 6
917, 3
148, 10
747, 5
931, 4
782, 5
476, 5
817, 5
323, 5
556, 6
126, 6
674, 9
890, 9
631, 9
693, 5
640, 10
147, 5
472, 6
449, 5
764, 7
137, 9
861, 3
631, 4
509, 4
711, 10
647, 3
308, 3
985, 6
992, 5
467, 3
130, 5
858, 4
107, 5
161, 3
322, 8
615, 4
580, 9
187, 9
879, 6
922, 10
515, 7
979, 10
504, 6
647, 5
829, 4
887, 5
286, 5
208, 9
622, 4
563, 5
356, 5
788, 9
156, 9
767, 8
690, 6
969, 2
965, 10
677, 7
219, 8
144, 10
416, 10
734, 10
445, 6
412, 4
315, 7
529, 10
808, 10
146, 9
412, 10
817, 8
387, 3
798, 3
784, 8
721, 3
717, 5
466, 4
551, 8
989, 2
487, 2
563, 3
604, 10
755, 7
548, 7
328, 2
711, 10
804, 8
649, 10
995, 5
475, 9
951, 2
535, 8
169, 9
970, 8
967, 2
213, 6
554, 3
640, 9
564, 10
842, 10
228, 10
552, 6
955, 4
316, 8
832, 9
381, 4
228, 8
285, 5
680, 7
495, 5
626, 7
224, 3
266, 8
625, 10
676, 8
566, 4
252, 10
368, 4
530, 9
627, 4
539, 8
157, 10
385, 6
492, 2
914, 6
763, 4
863, 7
477, 4
972, 4
757, 5
629, 5
519, 3
297, 2
165, 7
727, 7
901, 3
559, 5
362, 8
653, 4
373, 8
447, 6
144, 4
360, 5
664, 9
888, 10
373, 7
921, 3
349, 8
939, 10
526, 4
411, 2
148, 6
387, 3
579, 8
211, 3
753, 5
745, 5
672, 5
895, 2
860, 9
920, 5
713, 6
166, 2
950, 6
397, 6
779, 6
594, 3
881, 7
239, 10
291, 3
166, 2
888, 9
202, 4
219, 8
827, 2
133, 6
753, 6
745, 5
142, 3
311, 9
779, 10
233, 10
263, 5
131, 6
745, 6
826, 10
891, 4
118, 2
634, 7
330, 7
227, 2
479, 9
572, 3
462, 3
808, 10
134, 5
325, 6
513, 2
714, 3
259, 7
850, 4
875, 8
165, 3
846, 10
438, 7
365, 9
708, 10
831, 9
567, 5
180, 6
560, 6
904, 3
371, 3
212, 8
500, 2
404, 7
236, 6
141, 7
167, 4
870, 4
179, 3
410, 8
461, 2
948, 5
409, 5
645, 2
638, 6
751, 5
481, 3
498, 9
372, 9
380, 10
465, 3
562, 7
834, 4
233, 7
845, 2
538, 6
287, 9
263, 2
306, 2
182, 6
354, 2
693, 9
276, 9
160, 2
866, 10
637, 6
217, 9
637, 9
156, 9
593, 10
741, 9
525, 7
422, 5
328, 3
804, 10
605, 9
657, 5
617, 5
185, 6
680, 4
825, 5
725, 9
815, 5
883, 3
396, 3
744, 8
580, 10
931, 7
630, 10
835, 6
264, 7
484, 4
348, 9
951, 7
472, 4
360, 7
609, 9
171, 10
175, 8
634, 4
401, 9
306, 4
706, 4
234, 8
282, 5
506, 5
287, 6
871, 4
914, 5
605, 5
218, 5
862, 9
176, 7
235, 5
538, 5
421, 8
828, 3
984, 5
583, 2
161, 2
985, 8
270, 4
190, 3
650, 3
921, 5
442, 8
891, 9
421, 3
366, 10
965, 8
925, 3
936, 2
785, 9
274, 6
290, 7
855, 4
115, 5
415, 9
903, 9
583, 8
102, 10
619, 4
270, 9
219, 3
285, 4
846, 2
529, 8
499, 5
723, 3
451, 7
748, 8
153, 9
487, 2
595, 10
541, 4
918, 2
618, 4
188, 5
800, 9
463, 3
724, 9
818, 6
702, 6
784, 3
402, 9
270, 9
710, 10
583, 9
272, 2
129, 2
943, 2
558, 4
291, 7
152, 6
199, 6
487, 3
311, 7
599, 7
680, 7
863, 10
847, 8
278, 7
865, 7
794, 2
838, 9
554, 6
253, 8
687, 5
786, 7
245, 6
126, 2
511, 2
913, 10
672, 3
919, 2
793, 10
854, 2
915, 8
909, 10
240, 6
431, 8
540, 8
423, 5
169, 3
280, 4
557, 2
978, 3
274, 3
589, 6
627, 6
534, 5
894, 2
494, 7
856, 8
355, 4
601, 7
817, 5
192, 5
377, 4
126, 10
977, 4
471, 9
587, 3
387, 2
991, 7
675, 4
430, 6
199, 10
974, 6
328, 8
283, 9
536, 6
622, 7
169, 4
586, 7
383, 2
284, 4
449, 10
849, 6
579, 10
989, 10
948, 5
249, 7
149, 6
443, 8
158, 2
870, 5
1000, 7
127, 7
921, 4
333, 9
193, 10
494, 7
265, 10
209, 5
768, 10
903, 4
452, 4
817, 5
928, 8
822, 3
703, 7
691, 7
153, 8
163, 5
245, 10
275, 9
454, 4
287, 3
213, 7
938, 3
301, 4
332, 6
301, 7
742, 10
123, 10
983, 6
555, 2
307, 10
960, 10
706, 5
601, 4
376, 4
146, 8
459, 5
753, 10
550, 10
372, 9
736, 5
352, 6
792, 4
160, 7
640, 9
264, 9
394, 3
588, 4
447, 3
941, 7
762, 7
297, 8
230, 7
990, 8
999, 3
572, 8
239, 7
140, 5
444, 2
228, 6
872, 6
438, 7
724, 4
658, 4
871, 5
982, 4
845, 2
262, 4
519, 7
428, 9
515, 6
474, 7
308, 10
770, 8
532, 5
340, 3
694, 7
681, 2
359, 2
814, 3
501, 9
791, 5
503, 3
500, 2
587, 7
446, 8
912, 3
817, 7
770, 7
669, 4
962, 6
361, 2
561, 5
233, 10
401, 4
245, 9
146, 8
182, 8
471, 5
324, 2
992, 9
460, 3
953, 9
598, 10
785, 7
551, 4
204, 5
307, 7
929, 4
749, 7
101, 4
580, 6
269, 6
150, 6
723, 7
948, 3
815, 4
263, 10
933, 4
847, 7
143, 4
340, 4
